PassengerId,Survived_pred,Survived_prob
1070,1,0.7327485620243079
1071,1,0.7713928073847092
1072,0,0.14328049383835162
1073,0,0.18476098265585725
1074,1,0.888378871623735
1075,0,0.15195477234281435
1076,1,0.8461700888999222
1077,0,0.15371243431081044
1078,1,0.924206988260156
1079,0,0.15497631860951777
1080,0,0.15323474261536096
1081,0,0.15383091683349523
1082,0,0.1331749725361423
1083,0,0.1532310231866574
1084,0,0.4648327387112454
1085,0,0.1438688689866187
1086,1,0.860471835362576
1087,0,0.1508731468752647
1088,1,0.7251619812886657
1089,1,0.5325014043211316
1090,0,0.14188512183771818
1091,1,0.5810675434966021
1092,1,0.8573034535351882
1093,1,0.8982413182251664
1094,0,0.38369574284904195
1095,1,0.930307574205739
1096,0,0.14081966867212176
1097,0,0.1543008098843215
1098,1,0.8406501994312787
1099,0,0.1411509258937924
1100,1,0.86387044879379
1101,0,0.14453149646189153
1102,0,0.15385547238934075
1103,0,0.14601054439207675
1104,0,0.15721119158552255
1105,1,0.7734422927467013
1106,0,0.2946528689763105
1107,0,0.15307796426400908
1108,1,0.8513791118527575
1109,0,0.27098997145178766
1110,1,0.7991458632517722
1111,0,0.14609363205119477
1112,1,0.8736925924997329
1113,0,0.14670360485278233
1114,1,0.8386272296279316
1115,0,0.14669985703055352
1116,1,0.8171759851747592
1117,1,0.7492612823460676
1118,0,0.1448441489793233
1119,1,0.8512637964559743
1120,0,0.15568213943838916
1121,0,0.15054656006622483
1122,0,0.17239244970964215
1123,1,0.8793797603003675
1124,0,0.12886141350352118
1125,0,0.15195003655319353
1126,0,0.19624029670353724
1127,0,0.1483312615901301
1128,0,0.32044593878698885
1129,0,0.17716518789611985
1130,1,0.9016080133573086
1131,1,0.8867375786182626
1132,1,0.8070667866172517
1133,1,0.868543630668647
1134,0,0.23021283252579164
1135,0,0.1460789050611479
1136,0,0.131744178829819
1137,0,0.1533439324802851
1138,1,0.8500327655641007
1139,0,0.10924755510646408
1140,1,0.8634793472758185
1141,1,0.6799647470252157
1142,1,0.9299377767418437
1143,0,0.14833167061504016
1144,0,0.1821190420594371
1145,0,0.14460204383117486
1146,0,0.1506551845737601
1147,0,0.14604983604066152
1148,0,0.15195477234281435
1149,0,0.14609363205119477
1150,1,0.8269745849217403
1151,0,0.1466995999934769
1152,0,0.11585196293676302
1153,0,0.1467006188585922
1154,1,0.895836422032414
1155,1,0.8025425528368156
1156,0,0.14149848441015167
1157,0,0.14607964576647772
1158,0,0.1578431637570279
1159,0,0.14604983604066152
1160,1,0.5809387309634108
1161,0,0.15667056822495465
1162,0,0.19196015803830277
1163,0,0.15195477234281435
1164,1,0.8488828353294133
1165,1,0.8512808585663527
1166,0,0.15320626409042815
1167,1,0.8321549682420788
1168,0,0.14177734890717897
1169,0,0.1360158610847956
1170,0,0.1347707599967529
1171,0,0.1430702289074211
1172,1,0.5556909765198237
1173,1,0.8186541533875636
1174,1,0.8512637964559743
1175,1,0.8837114042078975
1176,1,0.790212434555297
1177,0,0.15307661243258244
1178,0,0.14602571970695769
1179,0,0.15861691660076077
1180,0,0.15320631809840182
1181,0,0.14609363205119477
1182,0,0.1510448010837978
1183,1,0.8498329629646075
1184,0,0.15320631809840182
1185,0,0.15228244913841074
1186,0,0.153499062079386
1187,0,0.14482660211087633
1188,1,0.9453789115523568
1189,0,0.15496473985929826
1190,0,0.14952077842543873
1191,0,0.14693734685759868
1192,0,0.14989297523970088
1193,0,0.14267497477696814
1194,0,0.13233101673888198
1195,0,0.14456053168267574
1196,1,0.8512637964559743
1197,1,0.8065574018715177
1198,0,0.35269189852210103
1199,1,0.8155234492639436
1200,0,0.16174879759256341
1201,1,0.5244722034443057
1202,0,0.15326198101082955
1203,0,0.16788751640995278
1204,0,0.1460519189692171
1205,1,0.8328222804406596
1206,1,0.8611376866807542
1207,1,0.8330866936245119
1208,0,0.37906188801054386
1209,0,0.14983419526687658
1210,0,0.1453555389556967
1211,0,0.18922333077393502
1212,0,0.14481880226972008
1213,0,0.15847766248060952
1214,0,0.14047797931912104
1215,0,0.15246960572885648
1216,1,0.8452610190237194
1217,0,0.1448256389408869
1218,1,0.8147596592674086
1219,0,0.19471371013603847
1220,0,0.13384571319142366
1221,0,0.1443245052067777
1222,1,0.8645121045572547
1223,0,0.15520095661345482
1224,0,0.15320626409042815
1225,1,0.7886397195082513
1226,0,0.14535874098573892
1227,0,0.1524803457263082
1228,0,0.14563737326222648
1229,0,0.192728074089539
1230,0,0.13895066081215557
1231,0,0.15320631809840182
1232,0,0.15333667738769344
1233,0,0.1498668728597095
1234,0,0.455377327956513
1235,1,0.7343379422247408
1236,0,0.11446316026354479
1237,1,0.5272134307686828
1238,0,0.14047797931912104
1239,1,0.6906663675089024
1240,0,0.140683401664198
1241,1,0.8852658389658087
1242,1,0.8720028160810099
1243,0,0.14081966867212176
1244,0,0.15333082370049914
1245,0,0.18599776267676205
1246,1,0.777298321065844
1247,0,0.15198963904229107
1248,1,0.8100649778275287
1249,0,0.1460781655946449
1250,0,0.15195477234281435
1251,0,0.4922932712114626
1252,0,0.17294849033508258
1253,1,0.9136534686596463
1254,1,0.8852658389658087
1255,0,0.14542328199361512
1256,1,0.8944305402041074
1257,0,0.45003654407282456
1258,0,0.13631750449273047
1259,1,0.6007239646764503
1260,1,0.8703676676014792
1261,0,0.14193686469470776
1262,0,0.1609648853043798
1263,1,0.8409064013158277
1264,0,0.15823052717443903
1265,0,0.15414910416976818
1266,1,0.8878437728771644
1267,1,0.7253041844484558
1268,0,0.3538742255229993
1269,0,0.1445774172914769
1270,0,0.15292960173966333
1271,0,0.1489881709320954
1272,0,0.15195477234281435
1273,0,0.1525593788146581
1274,1,0.5940882096559057
1275,0,0.4506781077337627
1276,0,0.14145676481255454
1277,1,0.8511891387370405
1278,0,0.14451695307241458
1279,0,0.1418521372026068
1280,0,0.15941604337373866
1281,0,0.2325784380001906
1282,0,0.15180576153898567
1283,1,0.8997122251636932
1284,1,0.6544810494808766
1285,0,0.1525456974683054
1286,0,0.08707836808907665
1287,1,0.8858040850561107
1288,0,0.1542545930184682
1289,1,0.8835943398626903
1290,0,0.14555427144239774
1291,0,0.15226530441931105
1292,1,0.8594095339625875
1293,0,0.1360977999965924
1294,1,0.9050309557945326
1295,0,0.17852767281498988
1296,0,0.19889008512228587
1297,0,0.16670876629162973
1298,0,0.152409678110037
1299,0,0.3658898515071162
1300,1,0.8512376650255317
1301,1,0.7779537880742526
1302,1,0.8512637964559743
1303,1,0.8729830571440206
1304,1,0.5803716869021336
1305,0,0.14609363205119477
1306,1,0.8726018545949167
1307,0,0.1538630990139869
1308,0,0.14609363205119477
1309,0,0.15156560553758944
